"","col_id","col_area","section_id","project_id","max_thick","min_thick","t_age","b_age","pbdb_collections"
"1213",226,1998.991,1647,1,1200,0,208.5,223.125,0
"1214",226,1998.991,1649,1,0,0,319,396.875,0
"1215",226,1998.991,1650,1,3462,0,485.4,555.1,0
"1216",228,5936.406,1612,1,240,0,18.95,19.695,0
"1217",228,5936.406,1641,1,732,0,496.8,517.76,0
"1218",230,8304.278,1628,1,400,0,157.3,168.3,0
"1219",230,8304.278,1628,1,300,0,237,248.4425,0
"1220",230,8304.278,1629,1,895,0,279.575,323.2,66
"1221",230,8304.278,1630,1,250,0,335,358.715,0
"1222",230,8304.278,1631,1,360,300,359.0525,396.875,0
"1223",230,8304.278,1632,1,3540,0,485.4,690.175,1
"1224",231,17193.566,1621,1,400,0,157.3,166.65,0
"1225",231,17193.566,1621,1,300,0,203.1,248.4425,1
"1226",231,17193.566,1622,1,0,0,252.17,323.2,19
"1227",231,17193.566,1623,1,340,85,335,372.02,0
"1228",231,17193.566,1625,1,175,0,372.37,382.7,1
"1229",231,17193.566,1624,1,23,15,383.95,386.45,0
"1230",231,17193.566,3541,1,2805,770,485.4,527.14,2
"1231",232,3635.021,1666,1,1922,0,0.4411,5.333,1
"1232",232,3635.021,1667,1,0,0,12.17,90.825,0
"1233",233,6505.618,1668,1,2005,0,0.6558,5.8113,2
"1234",233,6505.618,1669,1,0,265,56,100.5,0
"1235",234,16063.591,1673,1,0,0,66,90.825,0
"1236",234,16063.591,1674,1,2073,152,168.3,199.3,14
"1237",234,16063.591,1675,1,3185,610,201.3,243.17,28
"1238",234,16063.591,6463,1,2897,152,263,358.9,238
"1239",235,3938.93,1678,1,0,0,66,92.875,11
"1240",235,3938.93,1681,1,1938,914,298.9,358.9,19
"1241",235,3938.93,1682,1,122,0,386.45,404.025,0
"1242",235,3938.93,1682,1,1130,0,412.9,420.15,0
"1243",236,12796.915,1691,1,750,0,70.575,85.625,4
"1244",236,12796.915,1791,1,720,0,387.7,423,8
"1245",237,5775.192,1697,1,0,0,66,132.9,0
"1246",238,2014.716,1701,1,0,0,66,132.9,0
"1247",238,2014.716,1702,1,0,0,166.1,286.225,0
"1248",239,4880.789,1703,1,0,0,66,139.8,0
"1249",239,4880.789,1704,1,1000,0,163.5,174.1,0
"1250",239,4880.789,1705,1,0,0,192.925,272.3,0
"1251",240,2136.537,1706,1,0,0,66,139.8,0
"1252",240,2136.537,1707,1,0,0,171.25,213.375,0
"1253",241,12764.568,1695,1,200,0,2.588,15.4325,0
"1254",241,12764.568,1696,1,0,0,37.8,56,25
"1255",241,12764.568,1708,1,900,0,132.9,139.8,16
"1256",241,12764.568,1709,1,0,0,158.85,203.1,26
"1257",242,933.584,1734,1,950,0,13.27,15.4325,0
"1258",242,933.584,1732,1,0,0,56,153.4,0
"1259",243,1539.889,1735,1,4795,1475,10.5265,15.4325,8
"1260",243,1539.889,1736,1,87,0,23.03,33.9,1
"1261",243,1539.889,1737,1,600,0,37.8,42.925,0
"1262",243,1539.889,1738,1,200,0,56,153.4,14
"1263",244,5455.82,1710,1,820,0,153.4,158.85,0
"1264",244,5455.82,1711,1,450,0,192.925,234.75,0
"1265",245,4931.944,1712,1,600,0,153.4,158.85,0
"1266",245,4931.944,1713,1,1200,0,192.925,203.7,0
"1267",246,5621.066,1715,1,3000,600,153.4,165.45,0
"1268",246,5621.066,1716,1,0,0,173.15,190.8,0
"1269",247,10634.984,1718,1,0,0,247.2,286.225,0
"1270",248,9100.098,1720,1,100,0,169.8,192.925,0
"1271",248,9100.098,1721,1,200,0,206.7,238.25,0
"1272",248,9100.098,1722,1,4000,1500,257.9675,298.9,0
"1273",248,9100.098,1723,1,200,0,303.7,343.5,0
"1274",248,9100.098,1724,1,800,0,358.9,383.95,0
"1275",248,9100.098,1725,1,4000,0,419.2,471.925,0
"1276",249,11459.795,1726,1,2611,0,157.3,169.8,16
"1277",249,11459.795,1727,1,120,0,180.55,184.725,2
"1278",249,11459.795,1727,1,265,0,188.775,197.175,2
"1279",249,11459.795,1728,1,330,0,223.125,231,4
"1280",249,11459.795,1729,1,6210,100,257.9675,383.95,2
"1281",249,11459.795,1730,1,4000,0,419.2,471.925,0
"1282",250,14600.74,1731,1,4212,0,158.85,197.175,0
"1283",251,469.789,1741,1,0,0,10.5265,12.445,2
"1284",251,469.789,1742,1,150,0,23.03,26.8325,0
"1285",251,469.789,1743,1,1979,0,37.8,59.2,18
"1286",251,469.789,1744,1,50,0,62.7,64.9,0
"1287",251,469.789,1745,1,24394,0,66,153.8333,0
"1288",251,469.789,1746,1,0,0,157.3,163.5,0
"1289",252,1324.023,1770,1,1755,285,9.9798,15.4325,11
"1290",252,1324.023,1747,1,850,0,46.175,53.95,2
"1291",252,1324.023,1748,1,9394,0,66,153.8333,1
"1292",253,1079.603,1771,1,600,300,2.588,5.8113,0
"1293",253,1079.603,1772,1,0,0,10.5265,12.445,2
"1294",253,1079.603,1773,1,0,0,21.0875,34.875,0
"1295",253,1079.603,1774,1,3075,577,37.8,59.2,2
"1296",253,1079.603,1752,1,9100,3640,80.725,109.875,0
"1297",254,1345.372,1776,1,670,0,21.0875,34.875,0
"1298",254,1345.372,1777,1,2988,584,37.8,66,0
"1299",254,1345.372,1777,1,1565,35,66.7015,81.6833,2
"1300",255,3748.37,1755,1,4000,1855,66.5338,86.3,11
"1301",256,3097.466,1756,1,192,0,46.175,47.8,0
"1302",256,3097.466,1757,1,900,400,67.525,85.625,0
"1303",257,3798.724,1783,1,840,0,21.0875,34.875,0
"1304",257,3798.724,1784,1,0,0,38.675,53.95,0
"1305",257,3798.724,1759,1,435,0,58.1333,59.2,0
"1306",257,3798.724,1760,1,4162,725,66.183,93.9,0
"1307",258,12127.055,1762,1,700,0,42.925,54.6333,2
"1308",258,12127.055,1763,1,3246,933,74.0167,92.875,1
"1309",259,7730.188,1765,1,11197,575,92.875,152.1,72
"1310",259,7730.188,1766,1,0,0,157.3,163.5,0
"1311",260,5312.559,1790,1,0,0,40.425,53.95,3
"1312",260,5312.559,1767,1,18725,8070,74.975,152.1,8
"1313",260,5312.559,1768,1,0,0,157.3,163.5,0
"1314",261,18217.646,1794,1,4750,0,45.2,47.8,0
"1315",261,18217.646,1795,1,7000,0,49.1667,62.7,0
"1316",262,6588.743,1798,1,106,0,0.0117,1.9439,4
"1317",262,6588.743,1800,1,100,0,6.7678,10.5265,3
"1318",262,6588.743,1801,1,180,150,13.27,17.0875,0
"1319",262,6588.743,1802,1,40,0,49.85,56.8,0
"1320",263,4710.793,1803,1,10,1,0.0117,0.6558,0
"1321",263,4710.793,1805,1,512,0,5.333,10.5265,6
"1322",263,4710.793,1806,1,100,8,13.27,17.0875,0
"1323",263,4710.793,1807,1,1130,0,34.55,38.3833,0
"1324",263,4710.793,1807,1,1425,0,38.9667,42.925,1
"1325",263,4710.793,1808,1,9300,0,45.3625,62.7,3
"1326",264,4379.509,1811,1,10,1,0.0117,0.6558,0
"1327",264,4379.509,1813,1,2981,0,45.6334,58.4,0
"1328",265,10947.064,1816,1,2990,0,33.9,40.425,50
"1329",265,10947.064,1817,1,2300,0,45.6334,49.85,1
"1330",266,6433.995,1818,1,20,0,0.0117,0.6558,0
"1331",266,6433.995,1820,1,270,75,13.0867,15.3788,0
"1332",266,6433.995,1822,1,3750,650,15.4325,36.825,53
"1333",266,6433.995,1824,1,5950,2250,36.9225,46.7166,0
"1334",266,6433.995,1826,1,7200,1000,47.8,56.8,0
"1335",267,6481.222,1831,1,2470,817,32.45,46.175,1
"1336",267,6481.222,1833,1,3658,0,47.8,58.4,0
"1337",268,14388.446,1835,1,50,0,0.6558,2.841,0
"1338",268,14388.446,1837,1,300,100,10.6359,13.0867,0
"1339",268,14388.446,1840,1,300,0,24.2975,26.8325,0
"1340",269,6613.632,1843,1,40,1,0.0117,0.6558,1
"1341",269,6613.632,1846,1,920,327,12.17,15.4325,0
"1342",269,6613.632,1849,1,7000,910,15.97,42.925,33
"1343",270,5683.437,1872,1,250,0,12.17,14.895,0
"1344",270,5683.437,1873,1,2485,0,23.03,40.3375,97
"1345",270,5683.437,1875,1,1435,0,42.925,53.95,0
"1346",271,9064.283,1857,1,3,1,130.275,134.4525,0
"1347",271,9064.283,1855,1,107,50,168.3,247.2,3
"1348",271,9064.283,1856,1,12520,100,322.15,366.8,9
"1349",272,9717.679,1860,1,78,0,203.1,228,0
"1350",272,9717.679,1861,1,200,160,240.75,247.2,0
"1351",272,9717.679,1862,1,30,0,252.17,286.225,0
"1352",272,9717.679,1863,1,432,0,313.75,345.5,3
"1353",272,9717.679,6303,1,3000,0,441.2,504,0
"1354",273,32916.586,1865,1,20,10,326.15,341.375,0
"1355",273,32916.586,1865,1,20,5,345.5,349.5,0
"1356",273,32916.586,1866,1,765,50,366.8,428.9,14
"1357",274,20479.594,1869,1,125,0,223.125,262.69,0
"1358",274,20479.594,1870,1,2,0,263.31,302.5,0
"1359",274,20479.594,2814,1,3458,300,313.75,412.2,4
"1360",275,3055.309,1880,1,300,0,12.17,14.3575,0
"1361",275,3055.309,1881,1,10450,1075,17.0875,53.95,44
"1362",276,5991.701,1889,1,1000,300,5.333,13.215,1
"1363",276,5991.701,1891,1,11150,2500,13.325,53.95,20
"1364",277,7213.01,1896,1,350,0,2.841,13.27,0
"1365",277,7213.01,1898,1,4980,1330,15.4863,40.425,1
"1366",277,7213.01,1898,1,4500,0,42.925,58.4,0
"1367",278,5968.424,1902,1,30,0,0.0117,0.6558,0
"1368",278,5968.424,1904,1,1800,0,1.9439,5.8113,0
"1369",278,5968.424,1905,1,6000,0,15.4325,50.5333,0
"1370",279,5443.032,1908,1,9802,5292,17.0875,46.0125,41
"1371",279,5443.032,1910,1,3000,0,46.3375,56.8,0
"1372",280,9314.54,1912,1,60,3,0.3798,0.5638,0
"1373",280,9314.54,1913,1,440,140,33.9,36.825,5
"1374",280,9314.54,1914,1,2115,385,37.8,56.8,12
"1375",281,6699.954,1918,1,60,3,0.3798,0.5638,0
"1376",281,6699.954,1919,1,1650,0,23.03,53.95,26
"1377",282,17503.176,1921,1,40,0,0.0117,0.6558,0
"1378",282,17503.176,1923,1,5200,1390,24.2975,47.8,67
"1379",283,12663.463,1926,1,50,3,0.0117,0.1727,0
"1380",283,12663.463,1929,1,1710,60,34.875,42.925,1
"1381",284,9060.942,1932,1,20,0,0.3337,0.6558,0
"1382",284,9060.942,1935,1,1900,0,32.45,36.5,0
"1383",286,20504.824,1946,1,0,0,29.55,49.85,0
"1384",287,22632.838,1955,1,5500,0,95.022,113,0
"1385",287,22632.838,1956,1,0,0,282,298.9,0
"1386",288,24725.766,1950,1,100,0,243.3,286.225,0
"1387",288,24725.766,1952,1,2200,0,326.15,360.425,0
"1388",288,24725.766,1952,1,1530,0,363.475,374.4666,0
"1389",288,24725.766,1952,1,1000,0,383.95,464,0
"1390",289,30786.088,1957,1,0,0,8.3395,13.27,0
"1391",289,30786.088,1957,1,0,0,14.1783,14.5367,0
"1392",289,30786.088,1958,1,100,0,20.44,29.0667,0
"1393",289,30786.088,1976,1,0,0,74.975,86.3,0
"1394",290,27230.334,1965,1,1000,0,38.675,49.85,0
"1395",290,27230.334,1977,1,500,0,95.55,100.5,0
"1396",290,27230.334,1979,1,5610,0,163.5,190.8,44
"1397",290,27230.334,1980,1,18350,0,192.925,237,45
"1398",290,27230.334,1985,1,300,0,272.3,282,72
"1399",290,27230.334,1986,1,500,0,312,319,0
"1400",290,27230.334,1987,1,300,0,349.5,353.35,0
"1401",290,27230.334,1988,1,70,0,382.7,389.1,0
"1402",291,24283.822,1966,1,0,0,10.5265,19.3225,0
"1403",291,24283.822,1966,1,400,0,24.2975,29.55,0
"1404",291,24283.822,1992,1,0,0,234.75,252.17,0
"1405",292,34510.797,1993,1,600,0,158.85,164.15,3
"1406",292,34510.797,1995,1,1300,0,203.1,234.75,3
"1407",292,34510.797,1996,1,2500,0,269.2,282,0
"1408",293,31116.65,1969,1,0,0,3.347,5.8113,0
"1409",293,31116.65,1971,1,0,0,19.3225,29.55,0
"1410",293,31116.65,1998,1,0,0,182.7,203.1,0
"1411",293,31116.65,1999,1,1000,0,213.8625,234.75,26
"1412",293,31116.65,2001,1,1500,0,269.2,274.725,0
"1413",296,5986.144,2002,1,516,92,300.1,317.25,0
"1414",296,5986.144,2003,1,328,214,326.15,345.5,0
"1415",296,5986.144,2004,1,4361,2261,349.5,448.05,70
"1416",297,4416.826,2008,1,3907,1434,349.5,438.5,120
"1417",297,4416.826,2008,1,1283,785,443.8,465.02,4
"1418",297,4416.826,2006,1,4270,2075,471.925,537.92,5
"1419",298,13088.223,2009,1,391,142,349.5,374.4666,8
"1420",298,13088.223,2010,1,36,21,388.4,389.8,0
"1421",298,13088.223,2010,1,38,24,391.4334,392.3666,14
"1422",298,13088.223,2011,1,21,0,393.3,404.025,0
"1423",298,13088.223,2012,1,34,0,407.6,410.8,0
"1424",298,13088.223,2013,1,969,249,420.15,464,0
"1425",298,13088.223,2014,1,476,101,475.775,501,0
"1426",299,13232.781,2016,1,122,0,302.5,307.5,54
"1427",299,13232.781,2016,1,78,0,312,320.05,4
"1428",299,13232.781,2017,1,59,0,332.05,337.125,0
"1429",299,13232.781,2018,1,1105,215,351.5,379.925,3
"1430",299,13232.781,2019,1,258,40,386.45,419.2,0
"1431",299,13232.781,2020,1,1075,646,420.15,464,0
"1432",299,13232.781,2021,1,772,189,475.775,501,0
"1433",300,17247.9,2026,1,242,0,274.725,286.225,0
"1434",300,17247.9,2026,1,572,162,294.675,322.15,17
"1435",300,17247.9,2025,1,9885,1743,326.15,502.5,1
"1436",301,12043.794,2027,1,466,0,304.275,319,0
"1437",301,12043.794,2028,1,9377,5682,326.15,438.5,18
"1438",301,12043.794,2028,1,9761,1343,443.8,517.76,77
"1439",301,12043.794,2028,1,1144,0,534.84,541,0
"1440",302,9629.117,2045,1,3271,530,298.9,353.35,8
"1441",302,9629.117,2044,1,133,117,357.05,360.2725,0
"1442",302,9629.117,2043,1,4551,2699,360.5775,396.875,78
"1443",302,9629.117,2042,1,1706,137,407.6,446.15,2
"1444",302,9629.117,2041,1,1212,303,449,450,0
"1445",302,9629.117,2040,1,7783,2764,451,503.04,2
"1446",303,18499.441,2046,1,78,0,313.75,320.05,1
"1447",303,18499.441,2047,1,34,0,325.1667,327.1333,0
"1448",303,18499.441,2048,1,966,246,349.5,379.925,60
"1449",303,18499.441,2049,1,80,40,386.45,391.9,5
"1450",303,18499.441,2050,1,47,0,393.3,396.875,0
"1451",303,18499.441,2051,1,34,0,408.1333,408.6667,0
"1452",303,18499.441,2052,1,459,43,417.1,443.05,0
"1453",303,18499.441,2053,1,506,339,448.05,464,0
"1454",303,18499.441,2054,1,521,126,475.775,501,0
"1455",304,20218.484,2062,1,359,44,305.425,322.15,2
"1456",304,20218.484,2061,1,2128,195,349.5,404.025,21
"1457",304,20218.484,2059,1,328,0,408.1333,443.8,2
"1458",304,20218.484,2058,1,949,612,445.2,461.228,0
"1459",304,20218.484,2057,1,463,26,475.775,502.5,0
"1460",305,20501.887,2063,1,50,0,306,317.25,0
"1461",305,20501.887,2064,1,4354,1225,326.15,389.1,115
"1462",305,20501.887,2064,1,2186,597,389.212,438.5,5
"1463",305,20501.887,2064,1,4998,155,443.8,503.04,21
"1464",306,11982.195,2066,1,580,0,302.5,319,1
"1465",306,11982.195,2067,1,5275,515,360.425,439.075,96
"1466",306,11982.195,2068,1,3063,257,449.25,461.228,0
"1467",307,11731.441,2069,1,3779,734,298.9,353.35,37
"1468",307,11731.441,2070,1,6330,2822,357.05,446.4667,3
"1469",307,11731.441,2074,1,9586,2377,450.75,518.25,0
"1470",308,2982.401,2085,1,870,20,391.06,428.9,1
"1471",308,2982.401,2085,1,84,0,431.9,437.225,1
"1472",308,2982.401,2086,1,2370,30,450.25,456.7375,0
"1473",308,2982.401,2087,1,61,0,457.925,459.352,0
"1474",308,2982.401,2088,1,1561,545,465.5,541,1
"1475",309,4577.745,2089,1,914,0,381.775,386.45,0
"1476",309,4577.745,2089,1,183,0,388.6334,389.5666,1
"1477",309,4577.745,2090,1,122,0,391.9,407.6,2
"1478",309,4577.745,2091,1,12,0,408.4,410.8,1
"1479",309,4577.745,2092,1,252,91,417.1,428.9,0
"1480",309,4577.745,2093,1,33,0,449.75,451,0
"1481",309,4577.745,2094,1,45,0,511.5,541,0
"1482",310,18730.439,2095,1,28,0,317.25,319.714,0
"1483",310,18730.439,2096,1,2074,917,357.05,382.2375,331
"1484",310,18730.439,2097,1,2,0,383.5334,384.3667,3
"1485",310,18730.439,2098,1,150,115,386.0334,393.3,197
"1486",310,18730.439,2099,1,1,0,396.875,404.025,0
"1487",310,18730.439,2100,1,1,0,408.1333,408.6667,0
"1488",310,18730.439,2102,1,405,196,419.2,433.4,53
"1489",310,18730.439,2103,1,15,10,437.225,439.075,12
"1490",310,18730.439,2104,1,35,20,440.225,443.8,14
"1491",310,18730.439,2105,1,931,651,446.15,458.4,6
"1492",310,18730.439,2106,1,207,20,492.5,499.95,0
"1493",311,26815.33,2107,1,28,0,317.25,319.714,0
"1494",311,26815.33,2108,1,2966,1317,358.9,383.95,349
"1495",311,26815.33,2110,1,300,120,384.075,393.3,322
"1496",311,26815.33,2111,1,60,0,396.875,404.025,0
"1497",311,26815.33,2112,1,20,1,407.6,408.4,0
"1498",311,26815.33,2113,1,979,356,411.85,439.0175,151
"1499",311,26815.33,2114,1,20,18,439.1325,443.05,3
"1500",311,26815.33,2115,1,1003,794,446.15,459.352,0
"1501",311,26815.33,2116,1,227,20,490.1334,499.95,0
"1502",312,24074.215,2117,1,2729,1472,370.4,392.3666,788
"1503",312,24074.215,2119,1,20,0,393.3,396.5175,0
"1504",312,24074.215,2120,1,60,0,396.875,404.025,0
"1505",312,24074.215,2121,1,100,0,404.3825,407.6,0
"1506",312,24074.215,2122,1,5,2,408.1333,408.6667,1
"1507",312,24074.215,2123,1,1057,389,410.8,428.9,86
"1508",312,24074.215,2124,1,0,0,431.9,434.675,24
"1509",312,24074.215,2126,1,953,366,446.15,459.352,94
"1510",312,24074.215,2127,1,11,0,479.625,485.4,0
"1511",312,24074.215,2128,1,375,40,490.1334,499.95,0
"1512",313,10771.72,2129,1,4004,1289,373.9,428.9,482
"1513",313,10771.72,2136,1,50,0,431.9,437.225,1
"1514",313,10771.72,2137,1,2763,129,449.75,456.823,6
"1515",313,10771.72,2139,1,481,54,479.625,499.95,26
"1516",314,6318.678,2140,1,3963,893,372.2,438.5,16
"1517",314,6318.678,2141,1,3103,457,449.75,455.5,0
"1518",314,6318.678,2142,1,945,238,470,541,0
"1519",315,18422.129,2624,1,1060,25,448.05,450.75,4
"1520",315,18422.129,2625,1,230,5,451,458.4,19
"1521",315,18422.129,2626,1,76,0,465.02,471.925,11
"1522",315,18422.129,2627,1,582,61,475.775,502.5,44
"1523",315,18422.129,2628,1,305,26,516.5,517.76,4
"1524",316,91526.102,2147,1,0,0,15.4325,24.2975,0
"1525",316,91526.102,2150,1,8000,0,87.175,113,0
"1526",316,91526.102,2151,1,1500,0,128.3,141.1,0
"1527",316,91526.102,2153,1,0,0,208.5,345.5,0
"1528",317,46640.695,2161,1,25,0,67.525,83.6,0
"1529",317,46640.695,6297,1,0,0,84.275,103.625,0
"1530",317,46640.695,2160,1,320,0,116,139.8,0
"1531",317,46640.695,2159,1,150,0,208.5,230.25,0
"1532",317,46640.695,2158,1,60,0,269.2,272.3,0
"1533",317,46640.695,2157,1,1500,1000,379,424.1,0
"1534",317,46640.695,2156,1,1000,0,428.9,439.825,0
"1535",317,46640.695,2155,1,3400,2000,449.75,483.475,0
"1536",318,65616.445,2168,1,2800,660,372.2,497.85,4
"1537",319,31097.721,2173,1,0,0,1.9439,2.588,0
"1538",320,14902.167,2174,1,700,0,5.333,33.9,0
"1539",321,36919.352,2177,1,0,0,89.8,98.85,0
"1540",321,36919.352,2176,1,3000,0,206.7,307.5,0
"1541",322,103129.414,2183,1,12000,0,89.8,109.875,0
"1542",322,103129.414,2184,1,6000,0,132.9,163.5,0
"1543",322,103129.414,2185,1,0,0,206.7,228,0
"1544",322,103129.414,2186,1,0,0,257.9675,272.3,0
"1545",322,103129.414,2187,1,0,0,391.9,458.4,0
"1546",322,103129.414,3024,1,0,0,464.0001,483.475,0
"1547",323,75595.406,2875,1,10000,0,90.825,113,0
"1548",323,75595.406,2874,1,0,0,132.9,141.1,0
"1549",323,75595.406,2873,1,0,0,152.1,163.5,0
"1550",323,75595.406,2872,1,0,0,188.775,199.8,0
"1551",323,75595.406,2871,1,0,0,206.7,237,0
"1552",323,75595.406,2870,1,0,0,257.9675,274.725,0
"1553",323,75595.406,2869,1,0,0,391.9,459.352,0
"1554",324,26878.711,2196,1,4270,0,269.2,275.9375,0
"1555",324,26878.711,2197,1,2641,0,279.575,303.7,0
"1556",324,26878.711,2198,1,352,0,306,312,0
"1557",324,26878.711,2200,1,5388,2105,323.2,357.05,0
"1558",324,26878.711,6336,1,3600,128,358.9,476.4166,61
"1559",325,25034.957,2210,1,457,305,4.0333,7.0069,0
"1560",325,25034.957,2213,1,4154,1453,269.2,357.05,28
"1561",325,25034.957,2216,1,1010,170,360.425,386.45,0
"1562",325,25034.957,2217,1,243,0,407.6,410.8,0
"1563",325,25034.957,2218,1,1156,0,420.53,432.4,0
"1564",325,25034.957,2219,1,1297,227,445.2,483.475,0
"1565",325,25034.957,2221,1,395,0,532.6,543.35,0
"1566",325,25034.957,2222,1,5830,760,1217.5,1301,0
"1567",325,25034.957,2223,1,8000,6000,1490,1550,0
"1568",326,16977.549,2227,1,0,182,83.6,145,0
"1569",326,16977.549,2226,1,780,0,500.475,513,3
"1570",326,16977.549,2225,1,1528,0,598.375,627.0625,0
"1571",326,16977.549,2224,1,4590,200,1410,1481.2,0
"1572",326,16977.549,2224,1,6200,0,1494.4,1567,0
"1573",327,22761.906,2231,1,10450,6025,1416.666,1567,0
"1574",328,25222.127,2234,1,1060,43,498.921,513,0
"1575",328,25222.127,2232,1,2000,1875,1414.2,1416.666,0
"1576",328,25222.127,2232,1,5200,2000,1427.4,1453.8,0
"1577",328,25222.127,2232,1,2939,0,1481.2,1567,0
"1578",329,13495.37,2243,1,1630,50,67.037,99.411,53
"1579",329,13495.37,2242,1,240,0,102.625,122,1
"1580",329,13495.37,2242,1,30,0,126.1,134.625,0
"1581",329,13495.37,2240,1,45,0,157.3,163.5,0
"1582",329,13495.37,2239,1,250,0,165.45,168.3,5
"1583",329,13495.37,2238,1,500,0,337.125,353.35,0
"1584",329,13495.37,2237,1,734,0,365,382.7,0
"1585",329,13495.37,2236,1,665,0,495.725,513,5
"1586",329,13495.37,2235,1,60,0,1409.25,1417.5,0
"1587",329,13495.37,2235,1,1251,0,1425,1434,0
"1588",329,13495.37,2235,1,7821,2660,1436,1567,0
"1589",330,18357.641,2249,1,15,0,67.037,69.0805,0
"1590",330,18357.641,2249,1,705,465,80.725,99.411,3
"1591",330,18357.641,2250,1,500,205,102.625,116,1
"1592",330,18357.641,2251,1,50,25,157.3,163.5,0
"1593",330,18357.641,2252,1,150,45,165.45,168.3,15
"1594",330,18357.641,2255,1,560,245,336.4167,353.35,1
"1595",330,18357.641,2258,1,0,0,358.9,360.425,0
"1596",330,18357.641,2257,1,470,240,365,382.7,0
"1597",330,18357.641,2254,1,650,130,495.725,513,10
"1598",330,18357.641,2253,1,11377,1139,1414.666,1567,1
"1599",331,27301.449,2272,1,465,330,67.037,69.0805,0
"1600",331,27301.449,2275,1,3500,0,70.575,79.7667,0
"1601",331,27301.449,2272,1,2560,1815,80.725,99.411,0
"1602",331,27301.449,2271,1,425,160,100.5,116,1
"1603",331,27301.449,2269,1,50,15,157.3,163.5,0
"1604",331,27301.449,2270,1,95,10,165.45,168.3,3
"1605",331,27301.449,2268,1,260,0,257.9675,272.3,9
"1606",331,27301.449,2267,1,130,0,306,310.5,0
"1607",331,27301.449,2265,1,445,0,326.15,335,2
"1608",331,27301.449,2264,1,800,300,337.125,353.35,0
"1609",331,27301.449,6337,1,20,0,358.9,360.425,0
"1610",331,27301.449,2263,1,225,20,365,382.7,2
"1611",331,27301.449,2262,1,115,100,490.725,495.725,0
"1612",331,27301.449,10057,1,1355,605,497.5,511.8,1
"1613",331,27301.449,2261,1,2500,0,1409.25,1417.5,0
"1614",331,27301.449,2261,1,15958,6210,1425.75,1567,0
"1615",332,29450.9,2284,1,4790,271,74.975,120.5,0
"1616",332,29450.9,2287,1,30,15,157.3,163.5,0
"1617",332,29450.9,2288,1,80,0,165.45,168.3,3
"1618",332,29450.9,2289,1,855,0,247.2,252.17,31
"1619",332,29450.9,2290,1,375,45,257.9675,282,27
"1620",332,29450.9,2291,1,140,10,306,310.5,0
"1621",332,29450.9,2292,1,180,40,317.25,323.2,2
"1622",332,29450.9,2293,1,150,0,326.15,335,5
"1623",332,29450.9,2294,1,820,300,337.125,353.35,8
"1624",332,29450.9,2295,1,35,15,358.9,360.425,75
"1625",332,29450.9,2296,1,375,120,365,382.7,71
"1626",332,29450.9,2298,1,50,0,391.9,410,0
"1627",332,29450.9,2299,1,25,0,445.2,456.975,0
"1628",332,29450.9,2300,1,180,29,490.725,496.0833,0
"1629",332,29450.9,2301,1,730,155,497.5,513,3
"1630",332,29450.9,2302,1,7199,1350,1420,1545,0
"1631",333,18454.676,2310,1,1287,177,72.1,99.411,35
"1632",333,18454.676,2309,1,100,0,101.3334,102.625,1
"1633",333,18454.676,2309,1,116,0,104.6666,116,0
"1634",333,18454.676,2309,1,18,0,120.5,122,0
"1635",333,18454.676,2308,1,130,0,157.3,168.3,22
"1636",333,18454.676,2307,1,608,242,335,363.475,0
"1637",333,18454.676,2306,1,444,222,366.8,382.7,0
"1638",333,18454.676,2305,1,757,279,496.8,513,0
"1639",333,18454.676,2304,1,3963,0,1425,1550,0
"1640",334,27297.482,2315,1,152,0,67.525,74.0167,3
"1641",334,27297.482,2315,1,643,108,75.9333,98.85,3
"1642",334,27297.482,2316,1,244,0,102.625,113,0
"1643",334,27297.482,2316,1,30,7,115,117,0
"1644",334,27297.482,2317,1,95,0,157.3,168.3,0
"1645",334,27297.482,2318,1,608,242,335,363.475,0
"1646",334,27297.482,2319,1,399,222,370.4,382.7,0
"1647",334,27297.482,2320,1,578,456,496.8,513,0
"1648",335,40611.547,2328,1,180,0,72.1,74.0167,6
"1649",335,40611.547,2328,1,1019,633,75.9333,116,13
"1650",335,40611.547,2327,1,193,135,157.3,168.3,17
"1651",335,40611.547,2326,1,945,265,306,357.05,57
"1652",335,40611.547,2325,1,120,60,372.2,382.7,0
"1653",335,40611.547,2324,1,75,0,456.975,457.925,0
"1654",335,40611.547,2323,1,240,0,487.175,497.85,10
"1655",335,40611.547,2322,1,490,30,499.95,513,4
"1656",335,40611.547,2321,1,0,0,1425,1550,0
"1657",336,28258.752,2333,1,240,0,67.037,72.1,21
"1658",336,28258.752,2333,1,765,0,74.975,116,6
"1659",336,28258.752,2334,1,130,0,157.3,168.3,4
"1660",336,28258.752,2339,1,800,0,332.05,386.45,1
"1661",336,28258.752,2338,1,218,0,438.5,458.4,0
"1662",336,28258.752,2337,1,600,380,483.475,503,0
"1663",337,43155.918,2349,1,220,0,67.525,74.0167,21
"1664",337,43155.918,2349,1,803,0,75.9333,115,1
"1665",337,43155.918,2351,1,320,0,157.3,170.3,0
"1666",337,43155.918,2345,1,160,0,312,323.2,0
"1667",337,43155.918,2344,1,1425,455,325.1667,382.7,1
"1668",337,43155.918,2342,1,292,0,427.4,458.4,0
"1669",337,43155.918,2341,1,670,550,483.475,502.5,0
"1670",338,22912.504,2355,1,345,30,67.037,72.1,4
"1671",338,22912.504,2355,1,767,0,74.975,116,0
"1672",338,22912.504,2356,1,265,0,157.3,170.3,0
